23990,1
8729,0
3451,1
2628,0
38352,1
35138,1
37071,0
32984,1
24806,0
24863,0
10245,0
13143,0
35126,0
49799,1
42487,0
41055,1
41982,1
48406,1
16726,1
19221,0
42994,0
19883,1
40535,0
3354,1
27838,0
38212,0
9116,1
44203,1
48412,0
14091,0
37839,0
31911,1
31284,1
13008,0
16540,1
47527,1
35134,0
11849,1
7840,0
14454,0
14968,0
2071,1
19241,0
19458,0
9358,0
11488,0
19826,1
31873,0
35663,1
264,0
25296,0
25956,0
26969,0
18914,1
12654,1
8725,1
42695,1
23462,0
14777,1
9029,0
48940,0
34140,1
38632,1
27859,0
24666,0
41894,1
4641,1
22905,0
33358,1
9042,1
41305,0
17779,0
28790,1
1719,1
34558,0
40769,1
40392,0
10718,1
7119,1
12527,1
4483,1
25210,0
47396,0
30616,0
20314,1
20747,0
12798,0
36424,1
30975,1
38893,0
3662,0
8560,0
11677,1
14447,1
19625,1
31265,0
34934,1
40819,0
6053,1
5890,1
6746,1
8388,1
15129,0
23909,0
15069,0
762,1
10200,1
33644,1
13831,0
45856,0
49234,1
37718,1
21597,1
6768,0
16504,1
4634,0
7438,1
32212,0
6879,0
36036,1
10984,1
15392,1
19979,0
12784,1
26228,0
24823,1
38253,1
28866,1
48557,0
44180,0
22199,1
47630,0
26575,1
13938,0
6596,0
48995,1
26585,0
12893,0
34202,0
42519,0
25987,0
34382,1
38073,0
6000,0
26670,0
9508,1
35511,0
3965,0
12220,0
39285,0
11257,1
21429,0
23337,0
22561,1
29898,1
32380,0
30130,1
18247,0
48116,0
21763,1
4480,0
25986,1
6264,1
21641,0
7594,1
42035,1
16185,1
6814,1
6725,0
45945,0
37967,1
16019,1
30019,0
48526,0
33389,0
6003,1
34732,0
23349,0
26537,0
27591,0
16831,0
22570,1
36673,1
24307,0
3406,1
43262,0
5557,0
48842,1
42427,0
6597,0
12249,0
5992,0
9238,1
4430,0
48958,1
28998,0
11370,0
3165,1
8105,0
22146,0
47163,1
38398,0
48284,0
46032,1
47879,0
12097,1
5824,0
4197,0
38801,0
24280,1
4126,1
43651,1
20053,1
18163,0
17737,1
41119,1
37112,1
45195,1
29698,1
19068,0
243,1
21366,0
34083,0
22862,1
22489,0
12730,1
15751,0
43722,0
24978,1
42303,1
703,0
38250,1
17792,0
42966,0
44467,1
8340,0
16337,0
26381,1
5976,0
39761,1
1896,0
35917,0
35799,1
16239,1
4254,1
40664,1
25514,0
22667,0
23475,1
9753,1
852,0
34149,1
11733,0
8845,1
16778,1
43331,0
37178,0
28749,1
17860,1
38702,1
7581,0
3839,0
25742,0
27852,1
2310,0
12327,0
11865,0
38148,0
44217,1
37403,0
40113,1
36714,0
42283,0
47478,1
4268,0
5261,1
9997,0
31051,1
41146,0
29668,0
33533,0
43500,0
21407,1
49282,1
35271,1
6604,0
7792,0
26915,1
42300,0
28104,1
1296,1
28156,0
18483,1
26388,0
24979,1
35264,1
4667,1
39946,0
1026,1
43972,1
30714,0
34384,1
6018,0
33286,1
33029,0
5740,0
32968,0
19548,1
43805,1
38299,0
20260,1
48080,0
44744,1
5336,1
4717,1
26059,0
33544,0
47410,0
32842,1
44645,1
33354,1
19847,1
23534,0
31354,1
5858,1
46625,0
48178,1
25078,1
5107,1
30842,0
21970,1
43090,0
34436,0
8969,0
17871,1
20019,1
20351,0
16441,0
36410,1
13870,0
19165,1
1564,0
19896,0
21744,0
26065,1
19021,0
12276,0
25797,0
26443,1
20722,0
24396,1
44819,0
21261,1
41144,1
31444,1
46791,1
40249,1
45624,1
34608,1
30647,0
14756,1
34103,0
2001,0
49478,0
41388,0
775,1
43367,0
40186,1
29998,1
983,0
44237,1
1387,0
39437,1
29390,0
14150,1
10446,0
36209,0
7285,1
23994,1
47489,0
37724,1
1815,0
22255,1
139,1
30594,0
40324,1
48773,0
9473,0
45192,1
14703,0
32789,0
5915,0
36272,0
17086,0
12277,1
24350,0
48767,0
41242,1
27316,1
46646,0
13533,1
6580,1
38689,0
26387,1
46376,0
5686,0
44432,1
1794,1
26359,0
5531,1
35251,1
44177,1
17652,0
18149,1
31263,0
21297,1
32727,0
8867,1
4620,0
7643,0
455,1
12241,0
14134,1
16296,1
35551,1
30705,0
47366,1
10818,1
11976,0
12080,0
45570,0
21484,1
3033,1
44709,1
23127,0
1613,0
12246,0
14649,0
46989,1
6169,0
119,1
42089,0
47757,1
13198,0
44620,0
2041,1
43400,0
35231,0
22734,0
37442,0
28828,0
24927,1
9525,1
44550,1
36213,1
42193,1
29136,0
49245,0
42619,1
21206,1
5705,1
41806,1
33338,1
37416,1
47028,1
37956,1
19247,1
40548,0
22649,0
8707,0
28587,1
45820,1
1275,0
10354,0
38835,1
29673,1
16041,0
2215,0
30006,1
39743,0
2009,1
17758,0
48440,0
31907,0
41134,0
15885,1
23942,0
14218,1
34805,0
8637,0
21647,1
36274,1
5162,1
48888,1
8832,1
18858,1
33303,0
16811,0
45428,0
37920,0
15482,0
43409,1
40865,1
15878,1
41657,1
32106,0
41176,1
8918,1
22964,1
45334,1
34422,1
49120,1
15670,1
22818,1
35837,1
42325,1
44937,0
4170,0
17819,0
48950,1
21156,1
25949,1
27889,0
11149,0
15968,0
31326,1
37610,1
43252,0
22270,0
12774,0
22670,1
10383,1
44694,0
14592,1
871,1
3580,1
4709,0
41937,0
43012,1
990,1
44887,1
27300,1
122,1
20315,1
24202,1
28594,1
9094,0
19034,1
3208,0
18294,0
19119,0
2074,1
25652,0
23522,0
42659,0
27178,0
40731,0
22573,0
47125,0
24980,0
35003,0
19100,0
12325,0
13626,0
30952,0
21978,0
14722,0
40152,0
13128,0
34480,1
11501,0
17366,0
26697,1
36014,0
20174,1
42118,1
35657,1
10843,0
36315,0
21499,0
15122,1
47629,1
1994,1
11895,0
18176,0
10797,1
26088,0
26310,0
16596,0
10650,1
7589,0
14734,0
1662,1
12629,1
28929,0
17183,0
9556,0
46839,1
36671,1
26850,0
6996,1
23215,0
48517,0
42183,0
4450,0
16132,1
24699,1
8099,1
32005,1
7057,0
18466,1
43040,1
31999,1
49575,1
47432,0
22600,0
12459,0
41015,1
45992,1
20464,1
2390,0
1520,0
13985,0
27468,1
9747,0
16985,0
15801,1
42395,0
10603,0
18746,1
30972,0
40626,0
45085,1
33185,0
43301,0
45722,0
35360,0
34585,0
6934,0
1871,0
37161,1
24084,0
13839,1
21410,0
33847,0
8814,0
29268,1
21844,1
44500,1
36622,1
6252,0
36626,0
22091,1
45918,0
11558,0
3725,0
12378,1
34517,0
9919,1
28726,0
47571,1
15002,1
11858,0
40964,1
6148,0
12309,0
27706,0
10854,1
16797,0
35879,1
49855,1
2656,1
32379,0
47977,1
6977,0
43465,0
22657,1
18250,0
1311,1
23759,0
21789,0
15706,0
7723,1
34708,1
29408,0
21363,1
38528,1
8019,1
2153,0
30043,0
7842,0
4952,1
31547,1
21214,0
42177,0
45710,1
17078,0
3250,1
35467,1
18479,0
1149,0
40435,1
37901,0
31383,0
39367,1
42410,1
45163,1
47449,0
31071,0
36838,1
38476,1
35284,1
12478,1
1305,1
9539,0
1981,0
41357,0
34253,1
1029,0
6899,0
47686,0
14077,1
1730,1
33915,0
47103,1
21025,1
15061,1
12337,0
37850,1
12073,0
29435,1
2078,0
25111,0
10863,1
43611,1
38075,0
42757,0
33096,0
37345,1
39396,1
6219,1
4751,1
16233,0
14058,1
33369,0
34803,1
4463,0
3163,0
9802,1
23882,1
25612,0
42249,1
14057,0
37546,1
26239,1
12063,0
48352,0
29704,1
46217,0
20603,1
29145,1
49850,1
20071,0
1142,1
7448,1
45034,0
48570,1
34025,1
1918,1
10138,0
30751,1
32547,0
45480,0
18865,0
23630,0
33835,1
25807,0
13260,0
30148,0
47995,0
17912,0
38251,1
2168,1
32168,0
25228,0
45608,0
48774,0
28700,1
13559,1
47814,1
3682,1
6603,1
47387,0
31998,1
9375,0
34658,0
26036,1
30117,0
1202,0
28519,1
8732,1
3198,1
17608,0
33271,1
41529,0
41884,1
19511,0
20579,1
28435,1
28709,1
34504,1
22374,0
26194,0
382,1
26817,0
14137,0
47363,0
17940,1
20154,0
5623,1
35405,1
2884,0
5532,0
8312,0
41901,1
34876,1
23512,1
12804,1
43765,0
27602,0
5191,1
4680,1
31464,0
2653,0
39654,0
33975,0
34216,0
2733,0
22558,1
18200,1
36899,0
837,1
12889,0
2752,0
23521,1
23436,0
46749,0
17222,0
38786,0
28217,0
7403,0
34042,1
10008,0
21796,1
24997,0
3386,0
21425,0
11166,0
2435,1
46789,1
33507,1
19397,0
16359,1
34787,1
35078,1
12880,0
35586,1
21010,1
36375,1
40340,0
29147,0
1513,1
32185,1
24958,0
6451,0
42861,1
9779,1
13817,0
26963,0
40540,1
5092,1
40963,0
44057,1
26453,0
34652,1
361,1
33799,0
28340,1
16294,0
16844,0
7302,0
36240,1
45618,0
